,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
1629,Psoriasis, Skin rash, Joint pain, Skin peeling, Silver like dusting
1630,Impetigo, Skin rash, High fever, Blister, Red sore around nose
1631,Impetigo, Skin rash, High fever, Blister, Red sore around nose
1632,Impetigo, High fever, Blister, Red sore around nose, Yellow crust ooze
1633,Impetigo, Skin rash, Blister, Red sore around nose, Yellow crust ooze
1634,Impetigo, Skin rash, Blister, Red sore around nose, Yellow crust ooze
1635,Impetigo, Skin rash, High fever, Red sore around nose, Yellow crust ooze
1636,Impetigo, Skin rash, High fever, Blister, Yellow crust ooze
1637,Impetigo, Skin rash, High fever, Blister, Red sore around nose
1638,Impetigo, Skin rash, High fever, Blister, Red sore around nose
1639,Impetigo, Skin rash, Blister, Red sore around nose, Yellow crust ooze
1640,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
1641,Fungal infection, Skin rash, Nodal skin eruptions, Dischromic patches,
1642,Fungal infection,Itching, Nodal skin eruptions, Dischromic patches,
1643,Fungal infection,Itching, Skin rash, Dischromic patches,
1644,Fungal infection,Itching, Skin rash, Nodal skin eruptions,
1645,Fungal infection, Skin rash, Nodal skin eruptions, Dischromic patches,
1646,Fungal infection,Itching, Nodal skin eruptions, Dischromic patches,
1647,Fungal infection,Itching, Skin rash, Dischromic patches,
1648,Fungal infection,Itching, Skin rash, Nodal skin eruptions,
1649,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
1650,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
1651,Allergy, Shivering, Chills, Watering from eyes,
1652,Allergy, Continuous sneezing, Chills, Watering from eyes,
1653,Allergy, Continuous sneezing, Shivering, Watering from eyes,
1654,Allergy, Continuous sneezing, Shivering, Chills,
1655,Allergy, Shivering, Chills, Watering from eyes,
1656,Allergy, Continuous sneezing, Chills, Watering from eyes,
1657,Allergy, Continuous sneezing, Shivering, Watering from eyes,
1658,Allergy, Continuous sneezing, Shivering, Chills,
1659,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
1660,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
1661,GERD, Stomach pain, Ulcers on tongue, Vomiting, Cough
1662,GERD, Stomach pain, Acidity, Vomiting, Cough
1663,GERD, Stomach pain, Acidity, Ulcers on tongue, Cough
1664,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
1665,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
1666,GERD, Acidity, Ulcers on tongue, Vomiting, Cough
1667,GERD, Stomach pain, Ulcers on tongue, Vomiting, Cough
1668,GERD, Stomach pain, Acidity, Vomiting, Cough
1669,GERD, Stomach pain, Acidity, Ulcers on tongue, Cough
1670,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
1671,Chronic cholestasis, Vomiting, Yellowish skin, Nausea, Loss of appetite
1672,Chronic cholestasis,Itching, Yellowish skin, Nausea, Loss of appetite
1673,Chronic cholestasis,Itching, Vomiting, Nausea, Loss of appetite
1674,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Loss of appetite
1675,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
1676,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
1677,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
1678,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
1679,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
1680,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
1681,Drug Reaction,Itching, Stomach pain, Burning Micturition, Spotting urination
1682,Drug Reaction,Itching, Skin rash, Burning Micturition, Spotting urination
1683,Drug Reaction,Itching, Skin rash, Stomach pain, Spotting urination
1684,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
1685,Drug Reaction, Skin rash, Stomach pain, Burning Micturition, Spotting urination
1686,Drug Reaction,Itching, Stomach pain, Burning Micturition, Spotting urination
1687,Drug Reaction,Itching, Skin rash, Burning Micturition, Spotting urination
1688,Drug Reaction,Itching, Skin rash, Stomach pain, Spotting urination
1689,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
1690,Peptic ulcer diseae, Vomiting, Loss of appetite, Abdominal pain, Passage of gases
1691,Peptic ulcer diseae, Vomiting, Indigestion, Abdominal pain, Passage of gases
1692,Peptic ulcer diseae, Indigestion, Loss of appetite, Abdominal pain, Passage of gases
1693,Peptic ulcer diseae, Vomiting, Loss of appetite, Abdominal pain, Passage of gases
1694,Peptic ulcer diseae, Vomiting, Indigestion, Abdominal pain, Passage of gases
1695,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Passage of gases
1696,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
1697,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
1698,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
1699,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
1700,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
1701,AIDS, Patches in throat, High fever, Extra marital contacts,
1702,AIDS, Muscle wasting, High fever, Extra marital contacts,
1703,AIDS, Muscle wasting, Patches in throat, Extra marital contacts,
1704,AIDS, Muscle wasting, Patches in throat, High fever,
1705,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
1706,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
1707,AIDS, Patches in throat, High fever, Extra marital contacts,
1708,AIDS, Muscle wasting, High fever, Extra marital contacts,
1709,AIDS, Muscle wasting, Patches in throat, High fever,
1710,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
1711,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
1712,Diabetes , Weight loss, Restlessness, Lethargy, Irregular sugar level
1713,Diabetes , Fatigue, Restlessness, Lethargy, Irregular sugar level
1714,Diabetes , Fatigue, Weight loss, Lethargy, Irregular sugar level
1715,Diabetes , Fatigue, Weight loss, Restlessness, Irregular sugar level
1716,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
1717,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
1718,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
1719,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
1720,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
1721,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
1722,Gastroenteritis, Sunken eyes, Dehydration, Diarrhoea,
1723,Gastroenteritis, Vomiting, Dehydration, Diarrhoea,
1724,Gastroenteritis, Vomiting, Sunken eyes, Diarrhoea,
1725,Gastroenteritis, Vomiting, Sunken eyes, Dehydration,
1726,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
1727,Gastroenteritis, Sunken eyes, Dehydration, Diarrhoea,
1728,Gastroenteritis, Vomiting, Dehydration, Diarrhoea,
1729,Gastroenteritis, Vomiting, Sunken eyes, Diarrhoea,
1730,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
1731,Bronchial Asthma, Cough, High fever, Breathlessness, Family history
1732,Bronchial Asthma, Fatigue, High fever, Breathlessness, Family history
1733,Bronchial Asthma, Fatigue, Cough, Breathlessness, Family history
1734,Bronchial Asthma, Fatigue, Cough, High fever, Family history
1735,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
1736,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
1737,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
1738,Bronchial Asthma, Cough, High fever, Breathlessness, Family history
1739,Bronchial Asthma, Fatigue, High fever, Breathlessness, Family history
1740,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
1741,Hypertension , Chest pain, Dizziness, Loss of balance, Lack of concentration
1742,Hypertension , Headache, Dizziness, Loss of balance, Lack of concentration
1743,Hypertension , Headache, Chest pain, Loss of balance, Lack of concentration
1744,Hypertension , Headache, Chest pain, Dizziness, Lack of concentration
1745,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
1746,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
1747,Hypertension , Chest pain, Dizziness, Loss of balance, Lack of concentration
1748,Hypertension , Headache, Dizziness, Loss of balance, Lack of concentration
1749,Hypertension , Headache, Chest pain, Loss of balance, Lack of concentration
1750,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
1751,Migraine, Indigestion, Headache, Blurred and Distorted vision, Excessive hunger
1752,Migraine, Acidity, Headache, Blurred and Distorted vision, Excessive hunger
1753,Migraine, Acidity, Indigestion, Blurred and Distorted vision, Excessive hunger
1754,Migraine, Acidity, Indigestion, Headache, Excessive hunger
1755,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
1756,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
1757,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
1758,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
1759,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
1760,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
1761,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
1762,Cervical spondylosis, Weakness in limbs, Neck pain, Dizziness, Loss of balance
1763,Cervical spondylosis, Back pain, Neck pain, Dizziness, Loss of balance
1764,Cervical spondylosis, Back pain, Weakness in limbs, Dizziness, Loss of balance
1765,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Loss of balance
1766,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
1767,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
1768,Cervical spondylosis, Weakness in limbs, Neck pain, Dizziness, Loss of balance
1769,Cervical spondylosis, Back pain, Neck pain, Dizziness, Loss of balance
1770,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
1771,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
1772,Paralysis (brain hemorrhage), Headache, Weakness of one body side, Altered sensorium,
1773,Paralysis (brain hemorrhage), Vomiting, Weakness of one body side, Altered sensorium,
1774,Paralysis (brain hemorrhage), Vomiting, Headache, Altered sensorium,
1775,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side,
1776,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
1777,Paralysis (brain hemorrhage), Headache, Weakness of one body side, Altered sensorium,
1778,Paralysis (brain hemorrhage), Vomiting, Weakness of one body side, Altered sensorium,
1779,Paralysis (brain hemorrhage), Vomiting, Headache, Altered sensorium,
1780,Jaundice,Itching, Vomiting, Fatigue, Weight loss
1781,Jaundice,Itching, Vomiting, Fatigue, Weight loss
1782,Jaundice, Vomiting, Fatigue, Weight loss, High fever
1783,Jaundice,Itching, Fatigue, Weight loss, High fever
1784,Jaundice,Itching, Vomiting, Weight loss, High fever
1785,Jaundice,Itching, Vomiting, Fatigue, High fever
1786,Jaundice,Itching, Vomiting, Fatigue, Weight loss
1787,Jaundice,Itching, Vomiting, Fatigue, Weight loss
1788,Jaundice,Itching, Vomiting, Fatigue, Weight loss
1789,Jaundice,Itching, Vomiting, Fatigue, Weight loss
1790,Malaria, Chills, Vomiting, High fever, Sweating
1791,Malaria, Chills, Vomiting, High fever, Sweating
1792,Malaria, Chills, Vomiting, High fever, Sweating
1793,Malaria, Vomiting, High fever, Sweating, Headache
1794,Malaria, Chills, High fever, Sweating, Headache
1795,Malaria, Chills, Vomiting, Sweating, Headache
1796,Malaria, Chills, Vomiting, High fever, Headache
1797,Malaria, Chills, Vomiting, High fever, Sweating
1798,Malaria, Chills, Vomiting, High fever, Sweating
1799,Malaria, Chills, Vomiting, High fever, Sweating
1800,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
1801,Chicken pox, Skin rash, Fatigue, Lethargy, High fever
1802,Chicken pox,Itching, Fatigue, Lethargy, High fever
1803,Chicken pox,Itching, Skin rash, Lethargy, High fever
1804,Chicken pox,Itching, Skin rash, Fatigue, High fever
1805,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
1806,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
1807,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
1808,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
1809,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
1810,Dengue, Skin rash, Chills, Joint pain, Vomiting
1811,Dengue, Skin rash, Chills, Joint pain, Vomiting
1812,Dengue, Skin rash, Chills, Joint pain, Vomiting
1813,Dengue, Skin rash, Chills, Joint pain, Vomiting
1814,Dengue, Chills, Joint pain, Vomiting, Fatigue
1815,Dengue, Skin rash, Joint pain, Vomiting, Fatigue
1816,Dengue, Skin rash, Chills, Vomiting, Fatigue
1817,Dengue, Skin rash, Chills, Joint pain, Fatigue
1818,Dengue, Skin rash, Chills, Joint pain, Vomiting
1819,Dengue, Skin rash, Chills, Joint pain, Vomiting
1820,Typhoid, Chills, Vomiting, Fatigue, High fever
1821,Typhoid, Chills, Vomiting, Fatigue, High fever
1822,Typhoid, Chills, Vomiting, Fatigue, High fever
1823,Typhoid, Chills, Vomiting, Fatigue, High fever
1824,Typhoid, Chills, Vomiting, Fatigue, High fever
1825,Typhoid, Chills, Vomiting, Fatigue, High fever
1826,Typhoid, Chills, Vomiting, Fatigue, High fever
1827,Typhoid, Chills, Vomiting, Fatigue, High fever
1828,Typhoid, Chills, Vomiting, Fatigue, High fever
1829,Typhoid, Chills, Fatigue, High fever, Headache
1830,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
1831,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
1832,hepatitis A, Vomiting, Yellowish skin, Dark urine, Nausea
1833,hepatitis A, Joint pain, Yellowish skin, Dark urine, Nausea
1834,hepatitis A, Joint pain, Vomiting, Dark urine, Nausea
1835,hepatitis A, Joint pain, Vomiting, Yellowish skin, Nausea
1836,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
1837,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
1838,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
1839,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
1840,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
1841,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
1842,Hepatitis B, Fatigue, Lethargy, Yellowish skin, Dark urine
1843,Hepatitis B,Itching, Lethargy, Yellowish skin, Dark urine
1844,Hepatitis B,Itching, Fatigue, Yellowish skin, Dark urine
1845,Hepatitis B,Itching, Fatigue, Lethargy, Dark urine
1846,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
1847,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
1848,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
1849,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
1850,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
1851,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
1852,Hepatitis C, Yellowish skin, Nausea, Loss of appetite, Yellowing of eyes
1853,Hepatitis C, Fatigue, Nausea, Loss of appetite, Yellowing of eyes
1854,Hepatitis C, Fatigue, Yellowish skin, Loss of appetite, Yellowing of eyes
1855,Hepatitis C, Fatigue, Yellowish skin, Nausea, Yellowing of eyes
1856,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
1857,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
1858,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
1859,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
1860,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
1861,Hepatitis D, Vomiting, Fatigue, Yellowish skin, Dark urine
1862,Hepatitis D, Joint pain, Fatigue, Yellowish skin, Dark urine
1863,Hepatitis D, Joint pain, Vomiting, Yellowish skin, Dark urine
1864,Hepatitis D, Joint pain, Vomiting, Fatigue, Dark urine
1865,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
1866,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
1867,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
1868,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
1869,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
1870,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
1871,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
1872,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
1873,Hepatitis E, Vomiting, Fatigue, High fever, Yellowish skin
1874,Hepatitis E, Joint pain, Fatigue, High fever, Yellowish skin
1875,Hepatitis E, Joint pain, Vomiting, High fever, Yellowish skin
1876,Hepatitis E, Joint pain, Vomiting, Fatigue, Yellowish skin
1877,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
1878,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
1879,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
1880,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
1881,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
1882,Alcoholic hepatitis, Yellowish skin, Abdominal pain, Swelling of stomach, Distention of abdomen
1883,Alcoholic hepatitis, Vomiting, Abdominal pain, Swelling of stomach, Distention of abdomen
